t,id,class,x,y,radius,vx,vy,d_i,rel_v,TTC,h_EE
1780837943.015549660,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.002130442,0.000000000,-1.000000000,5.200493782
1780837943.065580845,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.002029020,0.000000000,-1.000000000,5.200392360
1780837943.115594864,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.002046702,0.000000000,-1.000000000,5.200410042
1780837943.165224552,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.001962476,0.000000000,-1.000000000,5.200325815
1780837943.215867996,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.001965266,0.000000000,-1.000000000,5.200328606
1780837943.265425920,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.002055126,0.000000000,-1.000000000,5.200418465
1780837943.315725803,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.002108872,0.000000000,-1.000000000,5.200472212
1780837943.384792566,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.002044645,0.000000000,-1.000000000,5.200407985
1780837943.415550470,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.002033462,0.000000000,-1.000000000,5.200396802
1780837943.465721130,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.002151159,0.000000000,-1.000000000,5.200514499
1780837943.515215397,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,6.002201289,0.000000000,-1.000000000,5.200564629
1780837943.565499306,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.928902514,1.222878060,4.853009461,4.882936809
1780837943.615492582,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.880138302,1.222878060,4.821537715,4.834619102
1780837943.665454149,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.811893344,1.139856825,5.130660772,4.783758946
1780837943.715245247,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.766628805,1.139856825,5.106899284,4.739242765
1780837943.765587091,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.706955912,1.004866683,5.757312947,4.707167233
1780837943.815364599,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.667354163,1.004866683,5.736208320,4.668241117
1780837943.865551949,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.600092391,1.141354142,5.010192496,4.575106176
1780837943.915362120,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.555387746,1.141354142,4.984733778,4.531082386
1780837943.964956522,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.496029464,1.014072043,5.568630585,4.497205062
1780837944.015008688,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.456530972,1.014072043,5.541489874,4.458184068
1780837944.065622330,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.390431916,1.135603784,4.896704363,4.368930384
1780837944.115225554,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.346558896,1.135603784,4.862484519,4.325326004
1780837944.165409327,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.276950211,1.196597177,4.533389630,4.242814735
1780837944.215275049,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.230239876,1.196597177,4.480154115,4.195394431
1780837944.265602112,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.168175344,1.058251900,4.987425347,4.159476310
1780837944.315594435,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.126767729,1.058251900,4.936137781,4.117574595
1780837944.365706444,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.055991983,1.201144283,4.278279353,4.018190457
1780837944.415189505,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,5.008745409,1.201144283,4.231654292,3.970556188
1780837944.465569735,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.945617061,1.066195352,4.700217925,3.933663500
1780837944.515391827,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.903611001,1.066195352,4.655876060,3.891449816
1780837944.565178394,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.832768644,1.192871204,4.098567894,3.795446544
1780837944.615347862,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.785624512,1.192871204,4.056782690,3.748193622
1780837944.665173292,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.707656494,1.313686265,3.627757424,3.646672453
1780837944.715326309,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.655701621,1.313686265,3.590598979,3.594940125
1780837944.765261650,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.586956276,1.163215525,4.000349851,3.556167593
1780837944.815084696,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.541016511,1.163215525,3.963883174,3.510448920
1780837944.865650892,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.464149997,1.298443111,3.497221353,3.407485039
1780837944.915036678,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.413246485,1.298443111,3.461738605,3.356928814
1780837944.981629133,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.322928922,1.150085127,3.836738295,3.296207955
1780837945.015109062,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.298028330,1.271826415,3.451919610,3.247701269
1780837945.065407515,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.223445112,1.271826415,3.399513266,3.173707574
1780837945.115294456,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.173732744,1.271826415,3.364783267,3.124414779
1780837945.165205717,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.102422218,1.220887672,3.445478524,3.063029045
1780837945.215114832,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,4.054865922,1.220887672,3.405669858,3.015487265
1780837945.265423536,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.992018550,1.073129713,3.813964483,2.981341319
1780837945.315357685,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.950188190,1.073129713,3.773644230,2.939493442
1780837945.365497828,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.878939673,1.218843975,3.263632030,2.839996843
1780837945.415346622,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.831334634,1.218843975,3.224344640,2.792457325
1780837945.465700626,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.768025269,1.080985493,3.577174217,2.756049686
1780837945.515357018,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.726013930,1.080985493,3.538445973,2.714115202
1780837945.565683365,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.650436231,1.295427413,2.898477221,2.597454225
1780837945.615192652,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.600010575,1.295427413,2.862353101,2.547407006
1780837945.665596008,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.533043321,1.151781628,3.165646622,2.508684698
1780837945.715219259,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.488263280,1.151781628,3.129799742,2.464237150
1780837945.765497923,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.413394150,1.289729417,2.742930941,2.363596252
1780837945.815148115,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.363557402,1.289729417,2.708421659,2.314320549
1780837945.865334511,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.297669818,1.142670115,3.005318120,2.277238078
1780837945.915201426,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.253900748,1.142670115,2.971099536,2.233927510
1780837945.965365171,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.181000000,1.266498804,2.630711893,2.138493129
1780837946.015201330,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.132527869,1.266498804,2.597767954,2.090757435
1780837946.065736771,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.063736643,1.204815111,2.676839200,2.034191904
1780837946.115439177,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,3.017969454,1.204815111,2.641091448,1.988838559
1780837946.165608883,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.941888074,1.340897028,2.321467433,1.888229187
1780837946.215377569,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.891153117,1.340897028,2.287252925,1.838228194
1780837946.279495239,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.823910982,1.188034452,2.530714478,1.800381775
1780837946.315402269,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.782138482,1.038932293,2.857933242,1.786823925
1780837946.365510464,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.723776156,1.038932293,2.807892120,1.729224802
1780837946.415235758,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.685104123,1.038932293,2.774917005,1.691088779
1780837946.465497017,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.614923085,1.259566720,2.252867421,1.583152085
1780837946.515206337,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.568482928,1.259566720,2.230145246,1.538727588
1780837946.565445185,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.507304215,1.120843862,2.473542433,1.504922539
1780837946.615247726,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.466983026,1.120843862,2.453139697,1.466379015
1780837946.665457249,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.399229605,1.266054498,2.140280381,1.376577052
1780837946.715748072,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.354635758,1.266054498,2.120760970,1.334412152
1780837946.765519381,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.295833403,1.122873442,2.361389967,1.302750681
1780837946.815309286,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.257051986,1.122873442,2.342891410,1.265964469
1780837946.865419149,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.190974028,1.290647834,2.001917951,1.175190199
1780837946.915399790,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.147382979,1.290647834,1.978953097,1.133776815
1780837946.965583324,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.089908020,1.144913481,2.196942790,1.102283879
1780837947.015322685,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.052061358,1.144913481,2.175632619,1.066299479
1780837947.065459251,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.989046152,1.283377722,1.915451827,0.986099254
1780837947.115420580,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.947707357,1.283377722,1.900490829,0.947936860
1780837947.165537834,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.893915107,1.136577690,2.127882737,0.920082712
1780837947.215273142,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.858550060,1.136577690,2.117954359,0.887598011
1780837947.265419960,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.800815460,1.261274827,1.903679060,0.818599399
1780837947.315709591,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.763333130,1.261274827,1.904603395,0.785801455
1780837947.365319729,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.714850626,1.115896874,2.159048674,0.762238440
1780837947.415364504,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.683419619,1.115896874,2.168115585,0.734878372
1780837947.465581417,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.631989228,1.255157878,1.959545946,0.675770190
1780837947.515616655,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.599263748,1.255157878,1.989926956,0.649756847
1780837947.565557241,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.557652671,1.110650152,2.299190145,0.631371680
1780837947.615664721,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.530984814,1.110650152,2.342300232,0.610092981
1780837947.665719986,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.488155758,1.252555830,2.166397891,0.565280328
1780837947.715279341,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.461422527,1.252555830,2.244975399,0.546685231
1780837947.765616179,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.428033898,1.106046542,2.646323685,0.532518795
1780837947.815298319,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.406953373,1.106046542,2.733036258,0.516974098
1780837947.865741968,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.374941525,1.201395979,2.690046988,0.489523005
1780837947.915362835,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.355171161,1.201395979,2.840023833,0.477255334
1780837947.965946674,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.329146071,1.142574791,3.103151080,0.459762433
1780837948.015342474,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.312508200,1.142574791,3.198037303,0.447134730
1780837948.065762520,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.286359393,1.261622396,2.959504073,0.420958851
1780837948.115536451,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.269427906,1.261622396,3.013402783,0.407168891
1780837948.165562630,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.247936270,1.118896259,3.523660211,0.394454851
1780837948.215478897,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.234349005,1.118896259,3.626453345,0.383959684
1780837948.265227556,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.217281203,0.980291089,4.385237795,0.375245746
1780837948.315017700,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.206577520,0.980291089,4.582070317,0.367627604
1780837948.365516663,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.189993750,1.103997146,4.370565451,0.353887250
1780837948.415293932,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.179774535,1.103997146,4.620181198,0.347326795
1780837948.465581656,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.163180887,1.281627551,4.335764960,0.335847943
1780837948.515243292,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.153059216,1.281627551,4.633761523,0.329945426
1780837948.565585613,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.140998585,1.142155814,5.976178552,0.323939085
1780837948.615437746,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.133823277,1.142155814,6.679812346,0.321196588
1780837948.665398121,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.124298602,1.279922953,8.074071033,0.323953365
1780837948.715295553,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.119968233,1.136374895,12.082021166,0.322843504
1780837948.765524387,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.116071131,1.136374895,24.605916227,0.328416284
1780837948.815530062,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.115032933,1.136374895,82.681533881,0.333677164
1780837948.865406036,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.116252967,1.263018263,-1.000000000,0.352634397
1780837948.915339231,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.119230192,1.263018263,-1.000000000,0.363896515
1780837948.965232849,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.126010977,1.119701444,-1.000000000,0.373040373
1780837949.015363216,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.132341706,1.119701444,-1.000000000,0.386022277
1780837949.065479755,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.146529816,1.253622754,-1.000000000,0.425427710
1780837949.115403891,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.157914422,1.110797834,-1.000000000,0.433999265
1780837949.165564060,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.177591118,1.110797834,-1.000000000,0.465434122
1780837949.215734482,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.192881985,1.110797834,-1.000000000,0.488132884
1780837949.265427113,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.222303337,1.254452509,-1.000000000,0.544997646
1780837949.315333366,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.244159968,1.254452509,-1.000000000,0.574742460
1780837949.365601778,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.275911103,1.112166401,-1.000000000,0.598437654
1780837949.415451288,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.298701664,1.112166401,-1.000000000,0.626571715
1780837949.465457678,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.340978806,1.285425500,-1.000000000,0.699895228
1780837949.515293837,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.370779463,1.285425500,-1.000000000,0.735126732
1780837949.565489769,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.412345714,1.140557228,-1.000000000,0.762649816
1780837949.615494251,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.441181155,1.140557228,-1.000000000,0.795146392
1780837949.665722370,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.491278279,1.277165736,-1.000000000,0.871208714
1780837949.715345383,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.525997404,1.277165736,-1.000000000,0.909694909
1780837949.765397072,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.573255131,1.131523020,-1.000000000,0.939090459
1780837949.815582275,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.607323044,1.253321739,-1.000000000,0.994908412
1780837949.865495205,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.662267372,1.253321739,-1.000000000,1.054082438
1780837949.915255308,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.699781040,1.253321739,-1.000000000,1.094185677
1780837949.965425730,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.750257791,1.107266020,-1.000000000,1.124046334
1780837950.015708208,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.784466460,1.107266020,-1.000000000,1.160052821
1780837950.065391302,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.843570092,1.254631088,-1.000000000,1.247024804
1780837950.115597963,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.883582595,1.254631088,-1.000000000,1.289261193
1780837950.165950775,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.937796141,1.112516735,-1.000000000,1.322014900
1780837950.215363264,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,1.974516411,1.112516735,-1.000000000,1.360296579
1780837950.265614986,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.036863470,1.250971107,-1.000000000,1.448968049
1780837950.315594912,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.078907272,1.250971107,-1.000000000,1.492593646
1780837950.365699291,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.135525654,1.108645617,-1.000000000,1.526086948
1780837950.415678501,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.173539754,1.108645617,-1.000000000,1.565177247
1780837950.471113205,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.237402176,1.231239235,-1.000000000,1.652393402
1780837950.515515804,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.280196386,1.231239235,-1.000000000,1.696235444
1780837950.565378189,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.337348195,1.090586361,-1.000000000,1.729411137
1780837950.615778208,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.375848844,1.090586361,-1.000000000,1.768644228
1780837950.665548801,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.440736253,1.221689474,-1.000000000,1.858302081
1780837950.715208292,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.484140895,1.221689474,-1.000000000,1.902418312
1780837950.765562534,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.542011020,1.082324314,-1.000000000,1.935799079
1780837950.815248728,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.580766617,1.082324314,-1.000000000,1.975062938
1780837950.865670204,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.646715035,1.221566611,-1.000000000,2.067167563
1780837950.915729046,0,child_like,6.000000000,0.000000000,0.401636660,-0.000000000,-0.000000000,2.690856845,1.221566611,-1.000000000,2.111769945
